Pipe from 0 to 1 	 read: 5 write: 6 is created!
Close not usable PIPE BY PROC: 3 	 from 1 to 0
Close not usable PIPE BY PROC: 1 	 from 4 to 9
Close not usable PIPE BY PROC: 2 	 from 3 to 7
Close not usable PIPE BY PROC: 3 	 from 1 to 2
Close not usable PIPE BY PROC: 1 	 from 5 to 0
Close not usable PIPE BY PROC: 4 	 from 0 to 1
Close not usable PIPE BY PROC: 2 	 from 3 to 8
Close not usable PIPE BY PROC: 3 	 from 1 to 4
Close not usable PIPE BY PROC: 1 	 from 5 to 2
Close not usable PIPE BY PROC: 4 	 from 0 to 2
Close not usable PIPE BY PROC: 2 	 from 3 to 9
Close not usable PIPE BY PROC: 3 	 from 1 to 5
Close not usable PIPE BY PROC: 1 	 from 5 to 3
Close not usable PIPE BY PROC: 4 	 from 0 to 3
Close not usable PIPE BY PROC: 2 	 from 4 to 0
Close not usable PIPE BY PROC: 3 	 from 1 to 6
Close not usable PIPE BY PROC: 1 	 from 5 to 4
Close not usable PIPE BY PROC: 4 	 from 0 to 5
Close not usable PIPE BY PROC: 2 	 from 4 to 1
Close not usable PIPE BY PROC: 3 	 from 1 to 7
Close not usable PIPE BY PROC: 1 	 from 5 to 6
Close not usable PIPE BY PROC: 4 	 from 0 to 6
Close not usable PIPE BY PROC: 5 	 from 0 to 1
Close not usable PIPE BY PROC: 2 	 from 4 to 3
Close not usable PIPE BY PROC: 3 	 from 1 to 8
Close not usable PIPE BY PROC: 1 	 from 5 to 7
Close not usable PIPE BY PROC: 4 	 from 0 to 7
Close not usable PIPE BY PROC: 5 	 from 0 to 2
Close not usable PIPE BY PROC: 2 	 from 4 to 5
Close not usable PIPE BY PROC: 3 	 from 1 to 9
Close not usable PIPE BY PROC: 1 	 from 5 to 8
Close not usable PIPE BY PROC: 4 	 from 0 to 8
Close not usable PIPE BY PROC: 5 	 from 0 to 3
Close not usable PIPE BY PROC: 2 	 from 4 to 6
Close not usable PIPE BY PROC: 3 	 from 2 to 0
Close not usable PIPE BY PROC: 1 	 from 5 to 9
Close not usable PIPE BY PROC: 4 	 from 0 to 9
Close not usable PIPE BY PROC: 5 	 from 0 to 4
Close not usable PIPE BY PROC: 2 	 from 4 to 7
Close not usable PIPE BY PROC: 3 	 from 2 to 1
Close not usable PIPE BY PROC: 1 	 from 6 to 0
Close not usable PIPE BY PROC: 4 	 from 1 to 0
Close not usable PIPE BY PROC: 5 	 from 0 to 6
Close not usable PIPE BY PROC: 2 	 from 4 to 8
Close not usable PIPE BY PROC: 3 	 from 2 to 4
Close not usable PIPE BY PROC: 1 	 from 6 to 2
Close not usable PIPE BY PROC: 4 	 from 1 to 2
Close not usable PIPE BY PROC: 5 	 from 0 to 7
Close not usable PIPE BY PROC: 2 	 from 4 to 9
Close not usable PIPE BY PROC: 3 	 from 2 to 5
Close not usable PIPE BY PROC: 1 	 from 6 to 3
Close not usable PIPE BY PROC: 4 	 from 1 to 3
Close not usable PIPE BY PROC: 5 	 from 0 to 8
Close not usable PIPE BY PROC: 2 	 from 5 to 0
Close not usable PIPE BY PROC: 3 	 from 2 to 6
Close not usable PIPE BY PROC: 1 	 from 6 to 4
Close not usable PIPE BY PROC: 4 	 from 1 to 5
Close not usable PIPE BY PROC: 5 	 from 0 to 9
Close not usable PIPE BY PROC: 2 	 from 5 to 1
Close not usable PIPE BY PROC: 3 	 from 2 to 7
Close not usable PIPE BY PROC: 1 	 from 6 to 5
Close not usable PIPE BY PROC: 4 	 from 1 to 6
Close not usable PIPE BY PROC: 5 	 from 1 to 0
Close not usable PIPE BY PROC: 2 	 from 5 to 3
Close not usable PIPE BY PROC: 3 	 from 2 to 8
Close not usable PIPE BY PROC: 1 	 from 6 to 7
Close not usable PIPE BY PROC: 4 	 from 1 to 7
Close not usable PIPE BY PROC: 5 	 from 1 to 2
Close not usable PIPE BY PROC: 2 	 from 5 to 4
Close not usable PIPE BY PROC: 3 	 from 2 to 9
Close not usable PIPE BY PROC: 1 	 from 6 to 8
Close not usable PIPE BY PROC: 4 	 from 1 to 8
Close not usable PIPE BY PROC: 5 	 from 1 to 3
Close not usable PIPE BY PROC: 2 	 from 5 to 6
Close not usable PIPE BY PROC: 3 	 from 4 to 0
Close not usable PIPE BY PROC: 1 	 from 6 to 9
Close not usable PIPE BY PROC: 4 	 from 1 to 9
Close not usable PIPE BY PROC: 5 	 from 1 to 4
Close not usable PIPE BY PROC: 2 	 from 5 to 7
Close not usable PIPE BY PROC: 3 	 from 4 to 1
Close not usable PIPE BY PROC: 1 	 from 7 to 0
Close not usable PIPE BY PROC: 4 	 from 2 to 0
Close not usable PIPE BY PROC: 5 	 from 1 to 6
Close not usable PIPE BY PROC: 2 	 from 5 to 8
Close not usable PIPE BY PROC: 3 	 from 4 to 2
Close not usable PIPE BY PROC: 1 	 from 7 to 2
Close not usable PIPE BY PROC: 4 	 from 2 to 1
Close not usable PIPE BY PROC: 5 	 from 1 to 7
Close not usable PIPE BY PROC: 2 	 from 5 to 9
Close not usable PIPE BY PROC: 3 	 from 4 to 5
Close not usable PIPE BY PROC: 1 	 from 7 to 3
Close not usable PIPE BY PROC: 4 	 from 2 to 3
Close not usable PIPE BY PROC: 5 	 from 1 to 8
Close not usable PIPE BY PROC: 2 	 from 6 to 0
Close not usable PIPE BY PROC: 3 	 from 4 to 6
Close not usable PIPE BY PROC: 1 	 from 7 to 4
Close not usable PIPE BY PROC: 0 	 from 1 to 2
Close not usable PIPE BY PROC: 4 	 from 2 to 5
Close not usable PIPE BY PROC: 5 	 from 1 to 9
Close not usable PIPE BY PROC: 2 	 from 6 to 1
Close not usable PIPE BY PROC: 3 	 from 4 to 7
Close not usable PIPE BY PROC: 1 	 from 7 to 5
Close not usable PIPE BY PROC: 0 	 from 1 to 3
Close not usable PIPE BY PROC: 4 	 from 2 to 6
Close not usable PIPE BY PROC: 5 	 from 2 to 0
Close not usable PIPE BY PROC: 2 	 from 6 to 3
Close not usable PIPE BY PROC: 3 	 from 4 to 8
Close not usable PIPE BY PROC: 1 	 from 7 to 6
Close not usable PIPE BY PROC: 0 	 from 1 to 4
Close not usable PIPE BY PROC: 4 	 from 2 to 7
Close not usable PIPE BY PROC: 5 	 from 2 to 1
Close not usable PIPE BY PROC: 2 	 from 6 to 4
Close not usable PIPE BY PROC: 3 	 from 4 to 9
Close not usable PIPE BY PROC: 1 	 from 7 to 8
Close not usable PIPE BY PROC: 0 	 from 1 to 5
Close not usable PIPE BY PROC: 4 	 from 2 to 8
Close not usable PIPE BY PROC: 5 	 from 2 to 3
Close not usable PIPE BY PROC: 2 	 from 6 to 5
Close not usable PIPE BY PROC: 3 	 from 5 to 0
Close not usable PIPE BY PROC: 3 	 from 5 to 1
Close not usable PIPE BY PROC: 0 	 from 1 to 6
Close not usable PIPE BY PROC: 4 	 from 2 to 9
Close not usable PIPE BY PROC: 5 	 from 2 to 4
Close not usable PIPE BY PROC: 2 	 from 6 to 7
Close not usable PIPE BY PROC: 3 	 from 5 to 2
Close not usable PIPE BY PROC: 0 	 from 1 to 7
Close not usable PIPE BY PROC: 4 	 from 3 to 0
Close not usable PIPE BY PROC: 5 	 from 2 to 6
Close not usable PIPE BY PROC: 2 	 from 6 to 8
Close not usable PIPE BY PROC: 0 	 from 1 to 8
Close not usable PIPE BY PROC: 1 	 from 7 to 9
Close not usable PIPE BY PROC: 4 	 from 3 to 1
Close not usable PIPE BY PROC: 5 	 from 2 to 7
Close not usable PIPE BY PROC: 2 	 from 6 to 9
Close not usable PIPE BY PROC: 0 	 from 1 to 9
Close not usable PIPE BY PROC: 1 	 from 8 to 0
Close not usable PIPE BY PROC: 1 	 from 8 to 2
Close not usable PIPE BY PROC: 1 	 from 8 to 3
Close not usable PIPE BY PROC: 1 	 from 8 to 4
Close not usable PIPE BY PROC: 1 	 from 8 to 5
Close not usable PIPE BY PROC: 4 	 from 3 to 2
Close not usable PIPE BY PROC: 1 	 from 8 to 6
Close not usable PIPE BY PROC: 1 	 from 8 to 7
Close not usable PIPE BY PROC: 4 	 from 3 to 5
Close not usable PIPE BY PROC: 1 	 from 8 to 9
Close not usable PIPE BY PROC: 4 	 from 3 to 6
Close not usable PIPE BY PROC: 1 	 from 9 to 0
Close not usable PIPE BY PROC: 4 	 from 3 to 7
Close not usable PIPE BY PROC: 1 	 from 9 to 2
Close not usable PIPE BY PROC: 4 	 from 3 to 8
Close not usable PIPE BY PROC: 9 	 from 0 to 1
Close not usable PIPE BY PROC: 1 	 from 9 to 3
Close not usable PIPE BY PROC: 4 	 from 3 to 9
Close not usable PIPE BY PROC: 6 	 from 0 to 1
Close not usable PIPE BY PROC: 9 	 from 0 to 2
Close not usable PIPE BY PROC: 1 	 from 9 to 4
Close not usable PIPE BY PROC: 4 	 from 5 to 0
Close not usable PIPE BY PROC: 6 	 from 0 to 2
Close not usable PIPE BY PROC: 9 	 from 0 to 3
Close not usable PIPE BY PROC: 1 	 from 9 to 5
Close not usable PIPE BY PROC: 4 	 from 5 to 1
Close not usable PIPE BY PROC: 6 	 from 0 to 3
Close not usable PIPE BY PROC: 9 	 from 0 to 4
Close not usable PIPE BY PROC: 1 	 from 9 to 6
Close not usable PIPE BY PROC: 4 	 from 5 to 2
Close not usable PIPE BY PROC: 6 	 from 0 to 4
Close not usable PIPE BY PROC: 9 	 from 0 to 5
Close not usable PIPE BY PROC: 1 	 from 9 to 7
Close not usable PIPE BY PROC: 4 	 from 5 to 3
Close not usable PIPE BY PROC: 6 	 from 0 to 5
Close not usable PIPE BY PROC: 9 	 from 0 to 6
Close not usable PIPE BY PROC: 1 	 from 9 to 8
Close not usable PIPE BY PROC: 4 	 from 5 to 6
Close not usable PIPE BY PROC: 6 	 from 0 to 7
Close not usable PIPE BY PROC: 9 	 from 0 to 7
Close not usable PIPE BY PROC: 4 	 from 5 to 7
Close not usable PIPE BY PROC: 6 	 from 0 to 8
Close not usable PIPE BY PROC: 9 	 from 0 to 8
Close not usable PIPE BY PROC: 4 	 from 5 to 8
Close not usable PIPE BY PROC: 6 	 from 0 to 9
Close not usable PIPE BY PROC: 9 	 from 1 to 0
Close not usable PIPE BY PROC: 4 	 from 5 to 9
Close not usable PIPE BY PROC: 6 	 from 1 to 0
Close not usable PIPE BY PROC: 9 	 from 1 to 2
Close not usable PIPE BY PROC: 4 	 from 6 to 0
Close not usable PIPE BY PROC: 6 	 from 1 to 2
Close not usable PIPE BY PROC: 9 	 from 1 to 3
Close not usable PIPE BY PROC: 5 	 from 2 to 8
Close not usable PIPE BY PROC: 5 	 from 2 to 9
Close not usable PIPE BY PROC: 5 	 from 3 to 0
Close not usable PIPE BY PROC: 2 	 from 7 to 0
Close not usable PIPE BY PROC: 5 	 from 3 to 1
Close not usable PIPE BY PROC: 2 	 from 7 to 1
Close not usable PIPE BY PROC: 5 	 from 3 to 2
Close not usable PIPE BY PROC: 2 	 from 7 to 3
Close not usable PIPE BY PROC: 5 	 from 3 to 4
Close not usable PIPE BY PROC: 2 	 from 7 to 4
Close not usable PIPE BY PROC: 7 	 from 0 to 1
Close not usable PIPE BY PROC: 5 	 from 3 to 6
Close not usable PIPE BY PROC: 2 	 from 7 to 5
Close not usable PIPE BY PROC: 7 	 from 0 to 2
Close not usable PIPE BY PROC: 5 	 from 3 to 7
Close not usable PIPE BY PROC: 2 	 from 7 to 6
Close not usable PIPE BY PROC: 7 	 from 0 to 3
Close not usable PIPE BY PROC: 5 	 from 3 to 8
Close not usable PIPE BY PROC: 2 	 from 7 to 8
Close not usable PIPE BY PROC: 7 	 from 0 to 4
Close not usable PIPE BY PROC: 5 	 from 3 to 9
Close not usable PIPE BY PROC: 2 	 from 7 to 9
Close not usable PIPE BY PROC: 7 	 from 0 to 5
Close not usable PIPE BY PROC: 5 	 from 4 to 0
Close not usable PIPE BY PROC: 2 	 from 8 to 0
Close not usable PIPE BY PROC: 7 	 from 0 to 6
Close not usable PIPE BY PROC: 8 	 from 0 to 1
Close not usable PIPE BY PROC: 5 	 from 4 to 1
Close not usable PIPE BY PROC: 2 	 from 8 to 1
Close not usable PIPE BY PROC: 7 	 from 0 to 8
Close not usable PIPE BY PROC: 8 	 from 0 to 2
Close not usable PIPE BY PROC: 5 	 from 4 to 2
Close not usable PIPE BY PROC: 2 	 from 8 to 3
Close not usable PIPE BY PROC: 8 	 from 0 to 3
Close not usable PIPE BY PROC: 5 	 from 4 to 3
Close not usable PIPE BY PROC: 2 	 from 8 to 4
Close not usable PIPE BY PROC: 8 	 from 0 to 4
Close not usable PIPE BY PROC: 5 	 from 4 to 6
Close not usable PIPE BY PROC: 2 	 from 8 to 5
Close not usable PIPE BY PROC: 8 	 from 0 to 5
Close not usable PIPE BY PROC: 5 	 from 4 to 7
Close not usable PIPE BY PROC: 2 	 from 8 to 6
Close not usable PIPE BY PROC: 8 	 from 0 to 6
Close not usable PIPE BY PROC: 5 	 from 4 to 8
Close not usable PIPE BY PROC: 2 	 from 8 to 7
Close not usable PIPE BY PROC: 5 	 from 4 to 9
Close not usable PIPE BY PROC: 2 	 from 8 to 9
Close not usable PIPE BY PROC: 5 	 from 6 to 0
Close not usable PIPE BY PROC: 0 	 from 2 to 1
Close not usable PIPE BY PROC: 2 	 from 9 to 0
Close not usable PIPE BY PROC: 5 	 from 6 to 1
Close not usable PIPE BY PROC: 4 	 from 6 to 1
Close not usable PIPE BY PROC: 0 	 from 2 to 3
Close not usable PIPE BY PROC: 2 	 from 9 to 1
Close not usable PIPE BY PROC: 6 	 from 1 to 3
Close not usable PIPE BY PROC: 5 	 from 6 to 2
Close not usable PIPE BY PROC: 4 	 from 6 to 2
Close not usable PIPE BY PROC: 6 	 from 1 to 4
Close not usable PIPE BY PROC: 0 	 from 2 to 4
Close not usable PIPE BY PROC: 2 	 from 9 to 3
Close not usable PIPE BY PROC: 3 	 from 5 to 4
Close not usable PIPE BY PROC: 5 	 from 6 to 3
Close not usable PIPE BY PROC: 4 	 from 6 to 3
Close not usable PIPE BY PROC: 6 	 from 1 to 5
Close not usable PIPE BY PROC: 0 	 from 2 to 5
Close not usable PIPE BY PROC: 2 	 from 9 to 4
Close not usable PIPE BY PROC: 5 	 from 6 to 4
Close not usable PIPE BY PROC: 3 	 from 5 to 6
Close not usable PIPE BY PROC: 4 	 from 6 to 5
Close not usable PIPE BY PROC: 6 	 from 1 to 7
Close not usable PIPE BY PROC: 0 	 from 2 to 6
Close not usable PIPE BY PROC: 2 	 from 9 to 5
Close not usable PIPE BY PROC: 5 	 from 6 to 7
Close not usable PIPE BY PROC: 3 	 from 5 to 7
Close not usable PIPE BY PROC: 4 	 from 6 to 7
Close not usable PIPE BY PROC: 6 	 from 1 to 8
Close not usable PIPE BY PROC: 0 	 from 2 to 7
Close not usable PIPE BY PROC: 2 	 from 9 to 6
Close not usable PIPE BY PROC: 5 	 from 6 to 8
Close not usable PIPE BY PROC: 3 	 from 5 to 8
Close not usable PIPE BY PROC: 4 	 from 6 to 8
Close not usable PIPE BY PROC: 6 	 from 1 to 9
Close not usable PIPE BY PROC: 0 	 from 2 to 8
Close not usable PIPE BY PROC: 2 	 from 9 to 7
Close not usable PIPE BY PROC: 5 	 from 6 to 9
Close not usable PIPE BY PROC: 3 	 from 5 to 9
Close not usable PIPE BY PROC: 4 	 from 6 to 9
Close not usable PIPE BY PROC: 6 	 from 2 to 0
Close not usable PIPE BY PROC: 0 	 from 2 to 9
Close not usable PIPE BY PROC: 2 	 from 9 to 8
Close not usable PIPE BY PROC: 5 	 from 7 to 0
Close not usable PIPE BY PROC: 3 	 from 6 to 0
Close not usable PIPE BY PROC: 4 	 from 7 to 0
Close not usable PIPE BY PROC: 6 	 from 2 to 1
Close not usable PIPE BY PROC: 0 	 from 3 to 1
Close not usable PIPE BY PROC: 5 	 from 7 to 1
Close not usable PIPE BY PROC: 3 	 from 6 to 1
Close not usable PIPE BY PROC: 4 	 from 7 to 1
Close not usable PIPE BY PROC: 6 	 from 2 to 3
Close not usable PIPE BY PROC: 0 	 from 3 to 2
Close not usable PIPE BY PROC: 5 	 from 7 to 2
Close not usable PIPE BY PROC: 3 	 from 6 to 2
Close not usable PIPE BY PROC: 4 	 from 7 to 2
Close not usable PIPE BY PROC: 6 	 from 2 to 4
Close not usable PIPE BY PROC: 0 	 from 3 to 4
Close not usable PIPE BY PROC: 5 	 from 7 to 3
Close not usable PIPE BY PROC: 3 	 from 6 to 4
Close not usable PIPE BY PROC: 4 	 from 7 to 3
Close not usable PIPE BY PROC: 6 	 from 2 to 5
Close not usable PIPE BY PROC: 0 	 from 3 to 5
Close not usable PIPE BY PROC: 5 	 from 7 to 4
Close not usable PIPE BY PROC: 3 	 from 6 to 5
Close not usable PIPE BY PROC: 4 	 from 7 to 5
Close not usable PIPE BY PROC: 6 	 from 2 to 7
Close not usable PIPE BY PROC: 0 	 from 3 to 6
Close not usable PIPE BY PROC: 5 	 from 7 to 6
Close not usable PIPE BY PROC: 3 	 from 6 to 7
Close not usable PIPE BY PROC: 4 	 from 7 to 6
Close not usable PIPE BY PROC: 6 	 from 2 to 8
Close not usable PIPE BY PROC: 0 	 from 3 to 7
Close not usable PIPE BY PROC: 5 	 from 7 to 8
Close not usable PIPE BY PROC: 3 	 from 6 to 8
Close not usable PIPE BY PROC: 4 	 from 7 to 8
Close not usable PIPE BY PROC: 6 	 from 2 to 9
Close not usable PIPE BY PROC: 0 	 from 3 to 8
Close not usable PIPE BY PROC: 5 	 from 7 to 9
Close not usable PIPE BY PROC: 3 	 from 6 to 9
Close not usable PIPE BY PROC: 4 	 from 7 to 9
Close not usable PIPE BY PROC: 6 	 from 3 to 0
Close not usable PIPE BY PROC: 0 	 from 3 to 9
Close not usable PIPE BY PROC: 5 	 from 8 to 0
Close not usable PIPE BY PROC: 3 	 from 7 to 0
Close not usable PIPE BY PROC: 4 	 from 8 to 0
Close not usable PIPE BY PROC: 6 	 from 3 to 1
Close not usable PIPE BY PROC: 0 	 from 4 to 1
Close not usable PIPE BY PROC: 5 	 from 8 to 1
Close not usable PIPE BY PROC: 3 	 from 7 to 1
Close not usable PIPE BY PROC: 4 	 from 8 to 1
Close not usable PIPE BY PROC: 6 	 from 3 to 2
Close not usable PIPE BY PROC: 0 	 from 4 to 2
Close not usable PIPE BY PROC: 5 	 from 8 to 2
Close not usable PIPE BY PROC: 3 	 from 7 to 2
Close not usable PIPE BY PROC: 4 	 from 8 to 2
Close not usable PIPE BY PROC: 6 	 from 3 to 4
Close not usable PIPE BY PROC: 0 	 from 4 to 3
Close not usable PIPE BY PROC: 5 	 from 8 to 3
Close not usable PIPE BY PROC: 3 	 from 7 to 4
Close not usable PIPE BY PROC: 4 	 from 8 to 3
Close not usable PIPE BY PROC: 6 	 from 3 to 5
Close not usable PIPE BY PROC: 0 	 from 4 to 5
Close not usable PIPE BY PROC: 5 	 from 8 to 4
Close not usable PIPE BY PROC: 3 	 from 7 to 5
Close not usable PIPE BY PROC: 4 	 from 8 to 5
Close not usable PIPE BY PROC: 6 	 from 3 to 7
Close not usable PIPE BY PROC: 0 	 from 4 to 6
Close not usable PIPE BY PROC: 5 	 from 8 to 6
Close not usable PIPE BY PROC: 3 	 from 7 to 6
Close not usable PIPE BY PROC: 4 	 from 8 to 6
Close not usable PIPE BY PROC: 6 	 from 3 to 8
Close not usable PIPE BY PROC: 0 	 from 4 to 7
Close not usable PIPE BY PROC: 5 	 from 8 to 7
Close not usable PIPE BY PROC: 3 	 from 7 to 8
